society,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,facing,agePossession,BHK,Location,Total Floors,Servant_Room,Study_Room,Pooja_Room,Store_Room,Carpet_Area,Built_Up_Area,Super_BuiltUp_Area,piped_gas,waste_disposal,shopping_centre,intercom,power_backup,central_ac,wifi,garden,community,staff,water_storage,visitor_parking,lift,vaastu,security,swimming,gym,luxury_score,Hospital,Mall,Mandir/Church,ATM,Bank,School,College,Metro Station,Airport,Hotel,AC,Wardrobe,Microwave,Fridge,Stove,Curtains,Water Purifier,TV,Modular Kitchen,Geyser,Dining Table,Washing Machine,Exhaust Fan,Chimney,Light,Sofa,Fan,Bed,furnishing_type,area
Signature Global Solera,30.0,6134.0,2.0,2.0,1.0,5.0,East,Relatively New,2, Sector 107 Gurgaon,14.0,0,0,0,0,489.0,,602.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,28,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0048907727420932
ATS Kocoon,170.0,9742.0,3.0,3.0,3.0,22.0,East,Relatively New,3, Sector 109 Gurgaon,25.0,0,0,0,0,,1550.0,1745.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,47,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0174502155614863
ATS Tourmaline,140.0,8000.0,3.0,3.0,3.0,12.0,North-West,Relatively New,3, Sector 109 Gurgaon,27.0,0,0,0,0,,,1750.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,37,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0175
Ireo The Corridors,170.0,9843.0,3.0,3.0,2.0,10.0,North-East,New Property,3, Sector 67A Gurgaon,19.0,1,0,0,0,1017.0,,1727.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,28,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.0172711571675302
Shree Vardhman Flora,90.0,4615.0,3.0,4.0,3.0,4.0,East,Relatively New,3, Sector 90 Gurgaon,13.0,1,0,0,0,,,1950.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195016251354279
Shree Vardhman Flora,125.0,4854.0,4.0,4.0,3.0,10.0,East,Relatively New,4, Sector 90 Gurgaon,14.0,0,1,1,0,2575.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257519571487433
Shree Vardhman Flora,65.0,4814.0,2.0,2.0,3.0,6.0,West,Relatively New,2, Sector 90 Gurgaon,14.0,0,1,0,0,,,1350.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135022850020772
Shree Vardhman Flora,90.0,4615.0,3.0,4.0,3.0,4.0,South-West,Relatively New,3, Sector 90 Gurgaon,13.0,1,0,0,0,,,1950.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0195016251354279
Shree Vardhman Flora,65.0,4814.0,2.0,2.0,3.0,6.0,East,Relatively New,2, Sector 90 Gurgaon,14.0,0,1,0,0,,,1350.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135022850020772
Shree Vardhman Flora,66.0,5076.0,2.0,2.0,3.0,4.0,North-East,Relatively New,2, Sector 90 Gurgaon,13.0,0,1,0,0,960.0,,1300.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0130023640661938
HSIIDC Sidco Aravali,91.0,3516.0,3.0,3.0,3.0,8.0,East,Moderately Old,3, Sector 1 Imt Manesar,10.0,1,0,0,0,,1900.0,2588.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025881683731513
The Crew Bos Chs Manesar,85.0,3695.0,3.0,3.0,2.0,2.0,East,Moderately Old,3, Manesar,10.0,0,0,0,0,2300.0,,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230040595399188
Nagata Group Housing Society,85.0,3695.0,3.0,3.0,3.0,4.0,North,Relatively New,3, Sector 1 Gurgaon,7.0,1,0,0,0,,,2300.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230040595399188
Emaar MGF Emerald Floors Premier,290.0,14683.0,4.0,4.0,0.0,0.0,North,Relatively New,4, Sector 65 Gurgaon,4.0,0,0,0,1,1975.0,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0197507321392086
Emaar MGF Emerald Floors Premier,285.0,14430.0,4.0,4.0,3.0,3.0,North,Relatively New,4, Sector 65 Gurgaon,5.0,1,1,0,0,1975.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0197505197505197
Emaar MGF Emerald Floors Premier,224.00000000000003,13575.0,3.0,3.0,3.0,2.0,North-West,Relatively New,3, Sector 65 Gurgaon,5.0,1,1,0,0,1650.0,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016500920810313
Emaar MGF Emerald Floors Premier,255.0,15454.0,3.0,3.0,3.0,3.0,West,Relatively New,3, Sector 65 Gurgaon,5.0,1,1,0,0,1300.0,,1650.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165005823734955
Emaar MGF Emerald Floors Premier,285.0,14430.0,4.0,4.0,3.0,2.0,South-West,Relatively New,4, Sector 65 Gurgaon,5.0,1,1,0,0,,1800.0,1975.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197505197505197
Emaar MGF Emerald Floors Premier,250.0,15151.0,3.0,3.0,3.0,3.0,South-West,Relatively New,3, Sector 65 Gurgaon,5.0,1,1,0,0,,,1650.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165005610190746
The Close North,275.0,12500.0,3.0,3.0,3.0,3.0,South-East,Moderately Old,3, Nirvana Country,18.0,1,0,0,0,2200.0,2400.0,2605.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022
Unitech The Residences,135.0,8737.0,3.0,4.0,2.0,8.0,North-East,Moderately Old,3, Sector 33 Gurgaon,14.0,1,0,0,0,,,1545.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015451527984434
The Close North,251.0,11992.0,3.0,3.0,3.0,11.0,North-East,Moderately Old,3, Nirvana Country,18.0,0,0,1,1,,,2093.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,3,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,2,0.020930620413609
MM Merlin,450.0,14267.0,4.0,4.0,3.0,15.0,South-West,Relatively New,4, Sector 67 Gurgaon,21.0,1,0,0,0,,,3154.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,6,5,0,0,1,1,0,0,1,5,0,0,0,0,0,0,0,0,2,0.0315413191280577
The Close North,250.0,11944.0,3.0,3.0,3.0,11.0,North-East,Relatively New,3, Nirvana Country,18.0,0,0,1,0,,,2093.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,32,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,3,0,0,0,1,1,0,1,5,0,0,0,0,0,0,0,0,2,0.0209310113864701
SS The Leaf,114.0,6951.0,2.0,2.0,3.0,4.0,South,Relatively New,2, Sector 85 Gurgaon,26.0,0,0,0,0,,,1640.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164005179110919
SS The Leaf,185.0,6578.0,4.0,5.0,3.0,1.0,North-West,Relatively New,4, Sector 85 Gurgaon,26.0,0,0,0,0,,,2812.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281240498631802
Emaar MGF The Palm Drive,280.0,16470.0,3.0,4.0,3.0,8.0,North-East,Relatively New,3, Sector 66 Gurgaon,17.0,1,0,0,0,1700.0,1920.0,1950.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5,3,0,0,1,0,1,0,1,3,0,0,0,0,0,0,0,0,2,0.0170006071645415
Emaar MGF Palm Studios,145.0,14795.0,2.0,2.0,3.0,3.0,East,Relatively New,2, Sector 66 Gurgaon,20.0,0,0,0,0,980.0,,1188.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,37,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0.0098006083136194
Mapsko Casa Bella,85.75,8120.0,3.0,3.0,3.0,5.0,South,Moderately Old,3, Sector 82 Gurgaon,25.0,0,1,0,0,1056.0,,1430.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0.0105603448275862
Mapsko Mount Ville,128.0,8557.0,3.0,3.0,3.0,16.0,South,Relatively New,3, Sector 79 Gurgaon,30.0,0,1,0,0,1063.91,,1490.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,39,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0149585134977211
Mapsko Mount Ville,120.0,8052.0,3.0,3.0,3.0,9.0,South,Relatively New,3, Sector 79 Gurgaon,30.0,0,1,0,0,1163.91,,1490.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,43,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0.014903129657228
Bestech Park View Ananda,115.0,6927.0,3.0,2.0,3.0,6.0,South,Relatively New,3, Sector 81 Gurgaon,15.0,0,1,0,0,1282.0,,1660.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,40,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,5,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0.0166017034791395
Bestech Park View Ananda,87.99,8042.0,2.0,2.0,3.0,8.0,West,Relatively New,2, Sector 81 Gurgaon,15.0,0,1,0,0,1094.0,,1360.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0109413081323053
Bestech Park View Ananda,86.99,7951.0,2.0,2.0,3.0,8.0,West,Relatively New,2, Sector 81 Gurgaon,15.0,0,0,0,0,1094.0,1300.0,1360.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,34,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0.0109407621682807
Indiabulls Centrum Park,240.0,8347.0,4.0,6.0,3.0,15.0,North-East,Relatively New,4, Sector 103 Gurgaon,18.0,1,0,0,0,2100.0,2456.0,2875.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287528453336528
Raheja Vedaanta,85.0,4637.0,3.0,3.0,2.0,2.0,North-East,Relatively New,3, Sector 108 Gurgaon,2.0,1,0,0,0,1350.0,1500.0,1833.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,34,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183308173387966
Shapoorji Pallonji Joyville Gurugram,130.0,17691.0,2.0,2.0,3.0,0.0,East,Relatively New,2, Sector 102 Gurgaon,26.0,0,0,0,1,734.8,1009.0,1215.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,47,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0073483692272907
DLF The Primus,185.0,10283.0,3.0,3.0,3.0,2.0,South,Relatively New,3, Sector 82A Gurgaon,32.0,0,0,0,0,1538.0,,1799.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5,3,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,2,0.0179908586988233
Shapoorji Pallonji Joyville Gurugram,200.0,17729.0,3.0,3.0,3.0,1.0,South,Relatively New,3, Sector 102 Gurgaon,26.0,0,0,0,1,1128.09,1456.0,1852.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112809521123582
Pioneer Araya,995.0,20995.0,4.0,6.0,3.0,12.0,South-East,Relatively New,4, Sector 62 Gurgaon,34.0,1,0,1,0,3219.0,,4739.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,47,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0473922362467254
Pioneer Araya,920.0,19943.0,4.0,6.0,3.0,5.0,South,Relatively New,4, Sector 62 Gurgaon,34.0,1,0,1,0,3203.0,,4613.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,7,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0461314747029032
Central Park Flower Valley,179.0,11251.0,3.0,3.0,3.0,3.0,South,Old Property,3, Sector-33 Sohna,13.0,0,0,0,0,,,1789.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,45,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0159096969158297
ATS Tourmaline,210.0,8123.0,3.0,4.0,3.0,11.0,South-East,Relatively New,3, Sector 109 Gurgaon,27.0,1,0,0,0,,2100.0,2585.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,6,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,0.0258525175427797
Paras Dews,114.0,6000.0,3.0,4.0,3.0,8.0,South,Relatively New,3, Sector 106 Gurgaon,24.0,1,1,0,0,1173.0,1305.0,1900.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189999999999999
Pareena Coban Residences,113.0,5658.0,3.0,5.0,3.0,5.0,East,Relatively New,3, Sector 99A Gurgaon,20.0,1,0,0,0,1500.0,1790.0,1997.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,28,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199717214563449
Paras Dews,105.0,8536.0,3.0,4.0,3.0,10.0,North-East,Relatively New,3, Sector 106 Gurgaon,24.0,1,0,0,0,1230.0,1345.0,1760.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0123008434864104
La Vida by Tata Housing,278.0,11346.0,3.0,3.0,3.0,3.0,North,New Property,3, Sector 113 Gurgaon,25.0,1,1,0,0,2450.0,2599.0,2690.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245020271461307
La Vida by Tata Housing,155.0,11654.0,2.0,2.0,3.0,2.0,North-East,New Property,2, Sector 113 Gurgaon,13.0,0,0,0,0,1180.0,1276.0,1330.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133001544534065
La Vida by Tata Housing,135.0,13989.0,2.0,2.0,3.0,10.0,North-East,New Property,2, Sector 113 Gurgaon,13.0,0,0,0,0,965.0,1090.0,1276.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0096504396311387
La Vida by Tata Housing,138.0,12000.0,2.0,2.0,3.0,8.0,South-West,New Property,2, Sector 113 Gurgaon,13.0,0,1,0,0,1150.0,1350.0,1573.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0115
La Vida by Tata Housing,235.0,10599.0,3.0,3.0,3.0,11.0,North-East,New Property,3, Sector 113 Gurgaon,25.0,1,0,0,0,1720.0,2210.0,2217.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,62,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0221719030097178
Shapoorji Pallonji Joyville Gurugram,180.0,10638.0,3.0,3.0,3.0,1.0,East,Relatively New,3, Sector 102 Gurgaon,26.0,0,0,0,0,,,1692.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169204737732656
Shapoorji Pallonji Joyville Gurugram,124.0,10205.0,2.0,2.0,2.0,10.0,East,Relatively New,2, Sector 102 Gurgaon,14.0,0,0,0,0,,,1215.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121509064184223
Shapoorji Pallonji Joyville Gurugram,96.0,10491.0,2.0,2.0,2.0,10.0,East,Relatively New,2, Sector 102 Gurgaon,14.0,0,0,0,0,,,915.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,53,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0091507006005147
Conscient Heritage Max,182.0,9371.0,3.0,4.0,3.0,15.0,East,Moderately Old,3, Sector 102 Gurgaon,25.0,1,0,0,0,,,1942.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,43,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0194216198911535
Conscient Heritage Max,265.0,10375.0,4.0,5.0,3.0,17.0,North,Moderately Old,4, Sector 102 Gurgaon,25.0,1,0,0,0,,,2554.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,43,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0255421686746987
Conscient Heritage Max,220.00000000000003,10237.0,3.0,4.0,3.0,9.0,South-East,Moderately Old,3, Sector 102 Gurgaon,25.0,1,1,0,0,,,2149.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,43,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0214906710950473
